date,t,p,humidity,precipitation,wind_dir,v_avg,v_max,cloudcover,visibility,weather_code
2021-03-08 01:00:00,2.3,1021.5,63,0.0,298,17.6,25.2,2,,0
2021-03-08 02:00:00,2.3,1021.4,64,0.0,287,18.8,27.4,1,,0
2021-03-08 03:00:00,2.6,1020.8,64,0.0,293,17.3,27.4,32,,1
2021-03-08 04:00:00,2.6,1019.9,63,0.0,286,16.9,24.8,96,,3
2021-03-08 05:00:00,2.9,1019.5,60,0.0,273,18.0,25.9,75,,2
2021-03-08 06:00:00,3.2,1019.4,57,0.0,271,19.4,27.4,72,,2
2021-03-08 07:00:00,3.4,1019.0,56,0.0,270,18.7,27.7,89,,3
2021-03-08 08:00:00,3.6,1018.7,54,0.0,266,15.5,26.3,77,,2
2021-03-08 09:00:00,4.0,1019.0,54,0.0,276,14.1,22.3,95,,3
2021-03-08 10:00:00,4.3,1018.8,54,0.0,278,16.0,22.7,87,,3
2021-03-08 11:00:00,4.7,1018.2,54,0.0,254,16.1,22.3,89,,3
2021-03-08 12:00:00,5.2,1017.7,52,0.0,242,20.0,26.6,99,,3
2021-03-08 13:00:00,5.4,1017.6,52,0.0,240,23.7,31.0,93,,3
2021-03-08 14:00:00,5.5,1016.9,53,0.0,239,26.5,34.9,94,,3
2021-03-08 15:00:00,5.6,1016.6,57,0.0,237,27.9,37.1,61,,2
2021-03-08 16:00:00,5.8,1016.6,55,0.0,237,27.6,37.1,64,,2
2021-03-08 17:00:00,6.0,1016.3,55,0.0,229,27.6,36.4,62,,2
2021-03-08 18:00:00,6.2,1015.9,55,0.0,228,28.3,37.1,66,,2
2021-03-08 19:00:00,6.3,1015.9,56,0.0,231,27.4,36.7,82,,3
2021-03-08 20:00:00,6.3,1015.9,58,0.0,228,27.8,36.0,93,,3
2021-03-08 21:00:00,6.4,1015.8,59,0.0,225,30.0,38.5,93,,3
2021-03-08 22:00:00,6.5,1015.3,59,0.0,225,31.8,41.4,100,,3
2021-03-08 23:00:00,6.5,1015.1,64,0.0,221,33.7,43.9,95,,3
2021-03-09 00:00:00,6.0,1015.1,70,0.2,229,34.7,46.1,98,,51
2021-03-09 01:00:00,6.0,1014.8,76,0.5,228,34.4,46.4,100,,53
2021-03-09 02:00:00,5.6,1014.7,78,0.7,245,33.5,46.8,95,,53
2021-03-09 03:00:00,5.0,1015.3,82,0.9,252,28.8,47.9,99,,53
2021-03-09 04:00:00,5.3,1015.0,77,0.1,282,23.9,37.8,77,,51
2021-03-09 05:00:00,4.0,1015.2,82,0.0,295,21.1,31.7,40,,1
2021-03-09 06:00:00,3.4,1015.4,84,0.0,298,17.1,29.2,2,,0
2021-03-09 07:00:00,3.0,1016.1,86,0.0,309,21.0,28.4,0,,0
2021-03-09 08:00:00,2.9,1016.7,87,0.0,318,22.2,31.0,2,,0
2021-03-09 09:00:00,2.9,1017.6,85,0.0,327,21.4,31.0,14,,0
2021-03-09 10:00:00,3.1,1018.0,79,0.0,336,19.7,29.9,20,,1
2021-03-09 11:00:00,3.4,1018.2,71,0.0,338,19.9,28.1,36,,1
2021-03-09 12:00:00,3.5,1018.8,69,0.0,339,22.8,31.0,63,,2
2021-03-09 13:00:00,2.9,1019.2,73,0.0,339,23.6,33.5,82,,3
2021-03-09 14:00:00,2.4,1019.5,72,0.1,335,22.6,33.1,86,,51
2021-03-09 15:00:00,2.1,1020.0,68,0.1,328,21.2,32.0,76,,71
2021-03-09 16:00:00,2.0,1020.6,61,0.0,336,19.3,29.5,58,,2
2021-03-09 17:00:00,1.7,1020.6,64,0.0,341,19.8,28.4,7,,0
2021-03-09 18:00:00,1.4,1021.0,66,0.0,343,17.3,28.4,0,,0
2021-03-09 19:00:00,1.3,1021.6,64,0.0,345,12.7,25.2,0,,0
2021-03-09 20:00:00,1.5,1022.0,59,0.0,333,10.1,19.8,0,,0
2021-03-09 21:00:00,1.8,1022.2,58,0.0,320,8.9,16.6,0,,0
2021-03-09 22:00:00,1.9,1022.5,58,0.0,311,10.0,15.8,4,,0
2021-03-09 23:00:00,1.9,1022.9,61,0.0,321,11.5,17.6,12,,0
2021-03-10 00:00:00,1.9,1023.2,61,0.0,348,15.1,21.2,8,,0
2021-03-10 01:00:00,1.5,1023.3,64,0.0,6,17.4,24.8,4,,0
2021-03-10 02:00:00,1.3,1023.7,63,0.0,7,18.8,26.6,10,,0
2021-03-10 03:00:00,1.1,1024.1,62,0.0,14,18.9,29.5,97,,3
2021-03-10 04:00:00,0.9,1023.9,63,0.0,13,19.2,27.7,100,,3
2021-03-10 05:00:00,0.7,1023.9,63,0.0,21,18.5,28.1,100,,3
2021-03-10 06:00:00,0.5,1024.4,65,0.0,31,16.3,27.4,100,,3
2021-03-10 07:00:00,0.2,1024.4,65,0.0,39,16.6,25.2,100,,3
2021-03-10 08:00:00,0.2,1024.5,62,0.0,40,18.4,27.0,95,,3
2021-03-10 09:00:00,0.2,1025.0,58,0.0,39,18.2,27.7,97,,3
2021-03-10 10:00:00,0.4,1025.0,55,0.0,35,18.1,27.0,94,,3
2021-03-10 11:00:00,0.6,1024.6,53,0.0,35,17.6,26.6,97,,3
2021-03-10 12:00:00,0.8,1024.2,54,0.0,39,18.4,26.6,84,,3
2021-03-10 13:00:00,1.0,1023.7,56,0.0,41,19.9,28.8,42,,1
2021-03-10 14:00:00,1.2,1022.8,56,0.0,46,21.6,31.0,46,,1
2021-03-10 15:00:00,2.2,1022.2,57,0.0,53,21.3,31.7,22,,1
2021-03-10 16:00:00,2.1,1021.7,62,0.0,47,24.0,33.1,100,,3
2021-03-10 17:00:00,2.6,1020.7,60,0.0,49,24.2,33.8,100,,3
2021-03-10 18:00:00,2.7,1020.3,61,0.0,58,26.2,36.0,99,,3
2021-03-10 19:00:00,2.4,1020.0,62,0.0,63,29.8,40.7,99,,3
2021-03-10 20:00:00,2.1,1020.1,62,0.0,64,32.8,45.7,100,,3
2021-03-10 21:00:00,2.0,1019.5,61,0.0,69,34.4,48.2,100,,3
2021-03-10 22:00:00,1.5,1019.2,62,0.0,67,34.8,49.3,100,,3
2021-03-10 23:00:00,1.2,1018.9,63,0.0,67,35.5,50.0,100,,3
2021-03-11 00:00:00,0.9,1018.6,63,0.0,64,36.1,50.8,100,,3
2021-03-11 01:00:00,0.6,1018.2,64,0.1,63,36.1,51.1,100,,71
2021-03-11 02:00:00,0.3,1018.0,66,0.1,60,37.4,52.9,100,,71
2021-03-11 03:00:00,0.3,1017.8,65,0.1,59,39.4,54.4,100,,71
2021-03-11 04:00:00,-0.0,1017.4,65,0.0,59,41.2,58.7,100,,3
2021-03-11 05:00:00,-0.2,1016.9,65,0.1,61,43.5,61.9,100,,71
2021-03-11 06:00:00,-0.4,1016.6,64,0.0,62,45.6,65.2,100,,3
2021-03-11 07:00:00,-0.6,1016.3,63,0.0,63,46.0,66.2,100,,3
2021-03-11 08:00:00,-0.6,1016.5,62,0.0,62,46.2,66.6,99,,3
2021-03-11 09:00:00,-0.6,1017.3,61,0.0,59,45.9,66.6,100,,3
2021-03-11 10:00:00,-0.6,1016.4,63,0.0,57,48.6,69.5,100,,3
2021-03-11 11:00:00,-0.1,1016.8,63,0.0,53,46.2,69.8,100,,3
2021-03-11 12:00:00,0.3,1016.8,60,0.0,50,47.0,67.0,100,,3
2021-03-11 13:00:00,0.4,1016.8,58,0.0,47,47.1,67.3,100,,3
2021-03-11 14:00:00,0.5,1016.5,56,0.0,47,48.1,68.8,100,,3
2021-03-11 15:00:00,0.4,1016.8,57,0.0,49,49.0,69.1,100,,3
2021-03-11 16:00:00,0.4,1017.1,57,0.0,46,49.4,71.6,69,,2
2021-03-11 17:00:00,0.2,1017.8,57,0.0,46,48.4,70.9,87,,3
2021-03-11 18:00:00,0.0,1017.7,58,0.0,44,47.1,69.8,96,,3
2021-03-11 19:00:00,-0.2,1018.2,59,0.0,43,46.9,67.7,83,,3
2021-03-11 20:00:00,-0.6,1018.8,60,0.0,42,46.9,67.7,78,,2
2021-03-11 21:00:00,-1.1,1019.1,61,0.0,40,45.7,67.3,85,,3
2021-03-11 22:00:00,-1.5,1019.6,61,0.0,39,44.0,66.2,44,,1
2021-03-11 23:00:00,-2.0,1020.1,62,0.0,39,43.0,64.1,58,,2
2021-03-12 00:00:00,-2.4,1020.3,62,0.0,40,41.7,62.6,2,,0
2021-03-12 01:00:00,-2.7,1020.6,62,0.0,39,39.9,60.8,2,,0
2021-03-12 02:00:00,-3.0,1021.4,62,0.0,38,38.5,58.3,1,,0
2021-03-12 03:00:00,-3.0,1021.4,63,0.0,41,36.5,56.2,1,,0
2021-03-12 04:00:00,-3.4,1022.0,63,0.0,39,34.0,53.3,1,,0
2021-03-12 05:00:00,-3.7,1022.5,64,0.0,41,33.2,50.0,1,,0
2021-03-12 06:00:00,-3.9,1023.3,65,0.0,42,32.1,48.6,1,,0
2021-03-12 07:00:00,-4.1,1023.2,66,0.0,50,32.2,47.5,1,,0
2021-03-12 08:00:00,-4.3,1023.7,65,0.0,50,29.6,47.5,0,,0
2021-03-12 09:00:00,-4.2,1024.2,63,0.0,53,27.5,43.9,0,,0
2021-03-12 10:00:00,-3.9,1024.4,61,0.0,51,24.9,41.0,0,,0
2021-03-12 11:00:00,-3.3,1025.1,57,0.0,35,20.2,37.4,0,,0
2021-03-12 12:00:00,-2.6,1025.1,56,0.0,34,20.0,31.0,0,,0
2021-03-12 13:00:00,-1.9,1024.8,55,0.0,34,18.7,30.2,18,,0
2021-03-12 14:00:00,-1.4,1024.3,53,0.0,32,17.0,28.8,77,,2
2021-03-12 15:00:00,-0.3,1023.5,55,0.0,34,17.9,27.4,58,,2
2021-03-12 16:00:00,0.2,1023.5,53,0.0,43,18.3,28.4,97,,3
2021-03-12 17:00:00,0.6,1023.6,51,0.0,51,14.8,27.7,98,,3
2021-03-12 18:00:00,0.9,1023.5,49,0.0,69,13.9,23.0,99,,3
2021-03-12 19:00:00,1.1,1023.3,50,0.0,91,19.8,28.4,100,,3
2021-03-12 20:00:00,0.8,1023.7,53,0.0,90,21.6,31.3,99,,3
2021-03-12 21:00:00,0.5,1023.4,57,0.0,89,23.8,34.2,100,,3
2021-03-12 22:00:00,-0.2,1022.9,63,0.0,86,22.0,34.6,100,,3
2021-03-12 23:00:00,-0.6,1022.8,69,0.0,82,18.9,32.4,100,,3
2021-03-13 00:00:00,-0.8,1022.4,73,0.0,78,18.8,29.2,100,,3
2021-03-13 01:00:00,-0.7,1022.0,77,0.0,81,16.8,28.8,97,,3
2021-03-13 02:00:00,-0.4,1022.0,80,0.0,82,12.4,25.9,88,,3
2021-03-13 03:00:00,-0.1,1021.2,79,0.0,92,11.9,20.5,1,,0
2021-03-13 04:00:00,0.5,1020.8,82,0.0,113,8.2,19.4,0,,0
2021-03-13 05:00:00,1.5,1020.9,79,0.0,170,6.2,15.5,7,,0
2021-03-13 06:00:00,2.7,1021.2,68,0.0,230,12.3,18.0,100,,3
2021-03-13 07:00:00,3.6,1021.2,65,0.0,217,17.5,23.8,100,,3
2021-03-13 08:00:00,4.3,1021.5,64,0.0,210,20.0,27.4,99,,3
2021-03-13 09:00:00,4.4,1021.8,65,0.0,203,20.3,27.7,100,,3
2021-03-13 10:00:00,4.6,1022.0,66,0.0,198,20.8,28.4,99,,3
2021-03-13 11:00:00,4.8,1022.0,66,0.0,194,21.1,28.8,98,,3
2021-03-13 12:00:00,5.1,1022.4,67,0.0,194,22.3,29.9,96,,3
2021-03-13 13:00:00,5.4,1022.4,68,0.0,192,23.2,30.6,97,,3
2021-03-13 14:00:00,5.5,1021.5,70,0.0,184,23.8,32.0,98,,3
2021-03-13 15:00:00,5.9,1020.6,71,0.0,173,23.2,32.0,98,,3
2021-03-13 16:00:00,6.0,1020.4,70,0.0,167,23.7,31.3,95,,3
2021-03-13 17:00:00,6.2,1020.4,69,0.0,166,23.4,31.3,97,,3
2021-03-13 18:00:00,6.3,1020.1,68,0.0,162,23.8,31.3,99,,3
2021-03-13 19:00:00,6.4,1020.2,68,0.0,164,22.9,31.3,98,,3
2021-03-13 20:00:00,6.5,1020.4,68,0.0,166,20.8,29.9,98,,3
2021-03-13 21:00:00,6.6,1020.1,68,0.0,163,20.7,27.4,100,,3
2021-03-13 22:00:00,6.7,1019.6,68,0.0,164,20.6,27.0,100,,3
2021-03-13 23:00:00,6.8,1019.8,68,0.0,174,17.4,26.6,100,,3
2021-03-14 00:00:00,6.8,1019.8,70,0.0,169,17.6,22.7,100,,3
2021-03-14 01:00:00,6.7,1019.4,71,0.1,163,18.1,23.0,100,,51
2021-03-14 02:00:00,6.7,1019.0,72,0.0,159,16.2,23.4,98,,3
2021-03-14 03:00:00,6.7,1018.7,74,0.0,156,12.2,20.9,87,,3
2021-03-14 04:00:00,6.6,1018.5,76,0.0,144,10.3,15.5,82,,3
2021-03-14 05:00:00,6.4,1018.6,80,0.0,127,11.3,15.1,77,,2
2021-03-14 06:00:00,6.2,1019.0,84,0.0,120,12.4,16.6,80,,3
2021-03-14 07:00:00,6.0,1019.0,86,0.0,109,14.5,19.1,91,,3
2021-03-14 08:00:00,6.0,1018.9,86,0.0,106,15.7,21.2,92,,3
2021-03-14 09:00:00,6.5,1019.2,81,0.0,112,16.3,21.2,59,,2
2021-03-14 10:00:00,7.0,1019.0,76,0.0,126,17.8,22.7,33,,1
2021-03-14 11:00:00,7.3,1018.8,74,0.0,146,19.2,24.1,50,,2
2021-03-14 12:00:00,7.6,1018.8,71,0.0,158,19.4,24.5,35,,1
2021-03-14 13:00:00,7.8,1018.5,70,0.0,168,20.3,25.6,11,,0
2021-03-14 14:00:00,7.8,1018.1,70,0.0,170,19.4,25.6,6,,0
2021-03-14 15:00:00,8.1,1017.3,75,0.0,167,18.1,24.1,12,,0
2021-03-14 16:00:00,7.9,1017.1,77,0.0,159,17.8,22.3,15,,0
2021-03-14 17:00:00,7.9,1016.9,78,0.0,159,18.1,22.3,23,,1
2021-03-14 18:00:00,7.7,1016.5,80,0.0,157,18.4,22.7,17,,0
2021-03-14 19:00:00,7.6,1016.4,81,0.0,160,19.1,23.8,10,,0
2021-03-14 20:00:00,7.6,1016.3,81,0.0,159,17.8,23.8,17,,0
2021-03-14 21:00:00,7.6,1015.9,82,0.0,154,17.2,22.0,16,,0
2021-03-14 22:00:00,7.6,1015.4,82,0.0,156,16.1,21.6,3,,0
2021-03-14 23:00:00,7.5,1015.3,83,0.0,162,14.0,19.8,3,,0
2021-03-15 00:00:00,7.5,1015.2,84,0.0,166,13.4,17.3,7,,0
2021-03-15 01:00:00,7.5,1014.8,85,0.0,156,12.6,16.2,5,,0
2021-03-15 02:00:00,7.4,1014.1,87,0.0,144,12.9,15.8,0,,0
2021-03-15 03:00:00,7.3,1013.5,90,0.0,146,9.6,15.8,0,,0
2021-03-15 04:00:00,7.2,1013.0,91,0.0,138,9.2,11.5,0,,0
2021-03-15 05:00:00,6.9,1012.6,92,0.0,105,11.2,13.3,0,,0
2021-03-15 06:00:00,6.2,1012.5,91,0.0,91,14.4,18.4,0,,0
2021-03-15 07:00:00,5.7,1012.0,81,0.0,89,14.4,19.4,0,,0
2021-03-15 08:00:00,5.8,1011.8,72,0.0,81,14.2,19.4,0,,0
2021-03-15 09:00:00,6.0,1011.8,67,0.0,73,14.7,20.2,2,,0
2021-03-15 10:00:00,7.0,1011.6,66,0.0,72,14.0,19.8,12,,0
2021-03-15 11:00:00,7.9,1011.4,65,0.0,87,13.0,18.0,23,,1
2021-03-15 12:00:00,8.5,1011.0,67,0.0,88,12.2,15.8,20,,1
2021-03-15 13:00:00,9.0,1010.5,68,0.0,100,12.1,14.0,22,,1
2021-03-15 14:00:00,9.4,1009.8,66,0.0,112,12.4,13.7,11,,0
2021-03-15 15:00:00,10.3,1008.6,62,0.0,130,15.1,16.9,8,,0
2021-03-15 16:00:00,9.9,1008.1,67,0.0,143,13.9,17.6,12,,0
2021-03-15 17:00:00,10.5,1007.6,61,0.0,139,19.9,22.3,5,,0
2021-03-15 18:00:00,10.6,1007.6,61,0.0,131,28.3,34.6,23,,1
2021-03-15 19:00:00,10.3,1007.6,63,0.0,121,25.2,36.0,94,,3
2021-03-15 20:00:00,10.1,1007.4,65,0.0,119,23.4,31.3,100,,3
2021-03-15 21:00:00,10.2,1006.9,69,0.0,93,22.0,28.8,98,,3
2021-03-15 22:00:00,10.3,1006.3,69,0.0,91,29.2,36.0,93,,3
2021-03-15 23:00:00,9.6,1006.2,70,0.0,97,28.0,37.8,77,,2
2021-03-16 00:00:00,9.2,1006.0,73,0.0,108,25.0,35.6,1,,0
2021-03-16 01:00:00,8.8,1005.9,76,0.0,104,22.3,31.7,6,,0
2021-03-16 02:00:00,8.5,1005.3,76,0.0,98,22.2,28.1,47,,1
2021-03-16 03:00:00,7.8,1004.6,76,0.0,89,23.0,30.2,72,,2
2021-03-16 04:00:00,8.0,1004.1,77,0.0,96,23.9,29.9,92,,3
2021-03-16 05:00:00,8.4,1003.6,79,0.0,97,25.4,32.0,86,,3
2021-03-16 06:00:00,8.2,1003.2,79,0.0,96,27.5,34.9,91,,3
2021-03-16 07:00:00,8.0,1002.9,79,0.0,95,28.6,36.7,87,,3
2021-03-16 08:00:00,8.4,1002.5,77,0.0,97,29.4,37.8,58,,2
2021-03-16 09:00:00,9.1,1002.4,75,0.0,104,30.0,37.8,78,,2
2021-03-16 10:00:00,10.0,1002.1,74,0.1,115,32.5,41.0,87,,51
2021-03-16 11:00:00,10.4,1001.8,73,0.1,125,37.2,46.4,83,,51
2021-03-16 12:00:00,10.1,1001.4,77,0.2,128,39.5,50.8,66,,51
2021-03-16 13:00:00,9.9,1001.1,79,0.2,129,37.6,51.1,99,,51
2021-03-16 14:00:00,9.6,1000.7,82,0.2,128,36.4,48.6,99,,51
2021-03-16 15:00:00,10.2,1000.2,78,0.4,127,34.7,46.8,100,,51
2021-03-16 16:00:00,10.0,1000.3,80,0.1,135,32.6,44.6,100,,51
2021-03-16 17:00:00,9.7,1000.2,83,0.1,130,32.2,41.8,100,,51
2021-03-16 18:00:00,9.3,1000.4,88,0.4,127,31.1,42.1,100,,51
2021-03-16 19:00:00,9.1,1000.5,90,0.9,133,30.1,39.6,100,,53
2021-03-16 20:00:00,9.0,1001.0,93,2.8,165,23.8,42.5,100,,63
2021-03-16 21:00:00,9.0,1001.1,92,2.9,212,21.2,29.9,100,,63
2021-03-16 22:00:00,9.1,1001.8,88,0.1,214,27.0,33.5,85,,51
2021-03-16 23:00:00,9.0,1002.6,89,0.0,216,28.9,37.4,100,,3
2021-03-17 00:00:00,8.9,1003.2,90,0.0,215,27.2,37.1,99,,3
2021-03-17 01:00:00,8.9,1003.5,88,0.0,213,28.7,36.4,74,,2
2021-03-17 02:00:00,8.8,1003.6,89,0.0,211,30.2,38.5,79,,2
2021-03-17 03:00:00,8.8,1003.8,88,0.0,210,29.2,38.5,84,,3
2021-03-17 04:00:00,8.7,1004.0,89,0.0,204,27.6,37.4,29,,1
2021-03-17 05:00:00,8.7,1004.2,89,0.0,206,26.9,35.3,11,,0
2021-03-17 06:00:00,8.7,1004.1,88,0.0,205,24.3,33.8,5,,0
2021-03-17 07:00:00,8.7,1004.1,88,0.0,210,21.1,30.6,19,,0
2021-03-17 08:00:00,8.2,1004.3,86,0.2,217,21.1,28.4,60,,51
2021-03-17 09:00:00,8.1,1004.2,88,0.0,207,14.5,26.6,44,,1
2021-03-17 10:00:00,8.2,1004.3,88,0.0,198,14.3,18.0,36,,1
2021-03-17 11:00:00,8.4,1004.2,87,0.0,183,12.3,18.0,49,,1
2021-03-17 12:00:00,8.4,1004.0,87,0.0,161,14.5,17.3,68,,2
2021-03-17 13:00:00,8.5,1003.3,85,0.0,145,13.2,18.0,100,,3
2021-03-17 14:00:00,8.8,1003.0,84,0.0,152,13.0,15.8,100,,3
2021-03-17 15:00:00,8.9,1002.5,90,0.0,178,12.2,15.8,97,,3
2021-03-17 16:00:00,8.6,1002.4,92,0.0,190,9.9,14.8,99,,3
2021-03-17 17:00:00,8.5,1002.6,94,0.0,176,9.4,11.9,97,,3
2021-03-17 18:00:00,8.5,1002.7,94,0.0,158,7.8,11.2,100,,3
2021-03-17 19:00:00,8.5,1003.1,94,0.0,148,10.2,10.8,98,,3
2021-03-17 20:00:00,8.5,1003.5,93,0.1,166,14.5,17.3,96,,51
2021-03-17 21:00:00,8.5,1003.5,90,0.0,180,16.9,21.2,95,,3
2021-03-17 22:00:00,8.3,1003.4,85,0.0,180,14.8,20.9,79,,2
2021-03-17 23:00:00,8.1,1003.7,83,0.0,180,10.8,18.4,56,,2
2021-03-18 00:00:00,8.0,1003.8,81,0.0,176,11.2,14.0,23,,1
2021-03-18 01:00:00,7.8,1003.8,84,0.0,169,11.4,14.4,21,,1
2021-03-18 02:00:00,7.8,1003.9,85,0.0,181,14.8,18.4,23,,1
2021-03-18 03:00:00,8.4,1003.3,91,0.0,226,11.5,21.2,50,,2
2021-03-18 04:00:00,8.2,1003.6,92,0.0,252,12.9,15.8,23,,1
2021-03-18 05:00:00,8.2,1003.9,88,0.0,240,16.6,19.8,30,,1
2021-03-18 06:00:00,8.1,1004.0,84,0.0,231,17.1,22.3,94,,3
2021-03-18 07:00:00,8.1,1004.2,83,0.0,218,21.8,26.6,96,,3
2021-03-18 08:00:00,7.9,1004.6,81,0.0,216,23.5,30.2,95,,3
2021-03-18 09:00:00,7.7,1005.1,83,0.0,214,24.7,32.0,95,,3
2021-03-18 10:00:00,7.8,1005.3,82,0.0,211,23.6,31.7,90,,3
2021-03-18 11:00:00,7.9,1005.2,81,0.0,211,28.3,35.6,73,,2
2021-03-18 12:00:00,8.0,1005.4,80,0.0,219,29.7,38.2,48,,1
2021-03-18 13:00:00,8.1,1005.6,79,0.0,225,32.1,41.0,59,,2
2021-03-18 14:00:00,8.1,1005.7,78,0.0,223,34.6,44.6,70,,2
2021-03-18 15:00:00,7.6,1005.7,83,0.0,220,31.4,45.7,76,,2
2021-03-18 16:00:00,7.6,1005.8,81,0.0,219,32.0,41.4,86,,3
2021-03-18 17:00:00,7.4,1005.9,82,0.0,215,30.5,41.4,94,,3
2021-03-18 18:00:00,7.5,1006.0,80,0.0,212,31.1,40.0,97,,3
2021-03-18 19:00:00,7.5,1005.8,80,0.0,213,32.1,41.4,84,,3
2021-03-18 20:00:00,7.5,1006.0,81,0.1,215,31.8,41.8,39,,51
2021-03-18 21:00:00,7.4,1005.9,84,0.1,220,27.8,41.4,34,,51
2021-03-18 22:00:00,7.2,1005.9,85,0.1,224,25.0,36.0,36,,51
2021-03-18 23:00:00,7.3,1005.8,85,0.1,226,22.1,32.4,42,,51
2021-03-19 00:00:00,7.2,1005.6,88,0.4,231,18.9,28.8,95,,51
2021-03-19 01:00:00,6.9,1005.7,88,0.5,261,14.2,24.5,68,,53
2021-03-19 02:00:00,6.4,1006.0,85,0.1,285,17.1,22.3,58,,51
2021-03-19 03:00:00,6.2,1006.6,88,0.0,271,16.9,27.7,37,,1
2021-03-19 04:00:00,6.2,1006.8,89,0.0,268,22.3,28.4,33,,1
2021-03-19 05:00:00,6.0,1007.2,91,0.2,272,24.5,32.4,80,,51
2021-03-19 06:00:00,5.9,1007.7,92,0.2,277,24.6,33.8,100,,51
2021-03-19 07:00:00,5.7,1008.4,94,0.2,281,22.7,33.1,100,,51
2021-03-19 08:00:00,5.6,1009.2,93,0.1,290,26.8,33.8,100,,51
2021-03-19 09:00:00,6.1,1010.0,90,0.1,288,32.6,43.6,100,,51
2021-03-19 10:00:00,6.0,1010.8,89,0.1,286,30.7,44.3,100,,51
2021-03-19 11:00:00,6.1,1011.3,85,0.0,292,29.5,40.7,98,,3
2021-03-19 12:00:00,6.5,1012.0,81,0.0,291,28.5,40.0,100,,3
2021-03-19 13:00:00,6.6,1012.6,80,0.1,286,27.3,38.2,100,,51
2021-03-19 14:00:00,6.6,1012.8,80,0.1,289,23.6,36.0,100,,51
2021-03-19 15:00:00,6.9,1013.1,80,0.0,290,19.9,31.0,100,,3
2021-03-19 16:00:00,6.9,1013.5,80,0.0,294,16.9,25.9,100,,3
2021-03-19 17:00:00,7.1,1013.9,78,0.0,275,13.0,24.8,99,,3
2021-03-19 18:00:00,7.2,1014.2,76,0.0,257,14.4,24.1,95,,3
2021-03-19 19:00:00,7.1,1014.5,75,0.0,259,15.4,21.2,60,,2
2021-03-19 20:00:00,7.0,1014.9,78,0.0,250,12.6,20.5,83,,3
2021-03-19 21:00:00,7.0,1015.2,80,0.0,252,10.6,18.0,43,,1
2021-03-19 22:00:00,7.0,1015.1,78,0.1,250,10.4,18.0,93,,51
2021-03-19 23:00:00,6.8,1015.3,81,0.0,279,10.9,14.8,17,,0
2021-03-20 00:00:00,6.2,1015.4,87,0.0,312,11.2,16.2,99,,3
2021-03-20 01:00:00,6.1,1015.5,79,0.0,317,8.9,15.8,98,,3
2021-03-20 02:00:00,6.1,1015.8,76,0.0,296,10.8,15.5,98,,3
2021-03-20 03:00:00,5.6,1016.0,82,0.0,305,12.7,19.4,100,,3
2021-03-20 04:00:00,5.3,1016.1,85,0.0,311,13.8,19.8,98,,3
2021-03-20 05:00:00,5.2,1016.2,84,0.0,318,13.0,20.2,99,,3
2021-03-20 06:00:00,5.2,1016.4,82,0.0,315,11.7,19.1,98,,3
2021-03-20 07:00:00,5.1,1016.5,80,0.0,298,10.6,17.3,99,,3
2021-03-20 08:00:00,5.1,1016.8,78,0.0,298,9.3,16.2,98,,3
2021-03-20 09:00:00,5.1,1017.4,78,0.0,292,10.5,16.2,97,,3
2021-03-20 10:00:00,5.3,1017.7,76,0.0,283,9.3,16.2,64,,2
2021-03-20 11:00:00,5.8,1017.8,73,0.0,268,10.8,15.8,41,,1
2021-03-20 12:00:00,6.4,1017.9,70,0.0,246,13.4,18.4,44,,1
2021-03-20 13:00:00,6.8,1017.6,72,0.0,230,16.4,27.0,41,,1
2021-03-20 14:00:00,6.2,1017.6,76,0.4,243,20.9,30.2,54,,51
2021-03-20 15:00:00,6.2,1017.7,75,0.0,212,17.5,28.4,43,,1
2021-03-20 16:00:00,6.4,1017.7,75,0.3,232,19.5,30.2,52,,51
2021-03-20 17:00:00,6.2,1017.6,76,0.3,269,14.4,30.6,36,,51
2021-03-20 18:00:00,5.3,1018.1,82,0.6,287,21.9,31.7,75,,53
2021-03-20 19:00:00,5.1,1018.3,82,0.2,276,14.8,32.8,48,,51
2021-03-20 20:00:00,5.2,1018.0,80,0.0,299,13.5,21.2,6,,0
2021-03-20 21:00:00,5.2,1018.5,82,0.0,299,11.9,19.8,43,,1
2021-03-20 22:00:00,5.2,1018.4,81,0.0,314,11.5,17.6,8,,0
2021-03-20 23:00:00,5.2,1018.3,78,0.0,310,12.8,18.0,15,,0
2021-03-21 00:00:00,4.9,1018.4,73,0.0,304,17.9,24.5,23,,1
2021-03-21 01:00:00,4.0,1018.3,79,0.0,302,17.8,26.6,91,,3
2021-03-21 02:00:00,3.7,1018.3,81,0.0,295,16.7,25.6,88,,3
2021-03-21 03:00:00,3.8,1018.3,83,0.0,298,15.5,24.8,92,,3
2021-03-21 04:00:00,3.6,1018.1,84,0.0,297,15.3,22.7,96,,3
2021-03-21 05:00:00,3.5,1018.0,86,0.0,304,16.9,24.1,100,,3
2021-03-21 06:00:00,3.4,1017.5,87,0.0,314,18.6,26.6,94,,3
2021-03-21 07:00:00,3.4,1017.6,87,0.0,313,18.8,27.0,97,,3
2021-03-21 08:00:00,3.4,1017.8,87,0.0,313,17.3,27.0,87,,3
2021-03-21 09:00:00,3.5,1018.0,87,0.0,309,17.1,25.2,94,,3
2021-03-21 10:00:00,3.9,1018.0,80,0.0,309,15.9,25.2,97,,3
2021-03-21 11:00:00,4.5,1017.8,73,0.0,307,15.7,23.4,100,,3
